gene1,gene2,presence_count,presence_ratio,weight,qvalue_median
ABBFA_000618,ABBFA_000598,2,0.6666666666666666,0.12977717633470173,0.0
ABBFA_000618,ABBFA_000658,3,1.0,0.11285719482827668,0.0
ABBFA_000622,ABBFA_000461,2,0.6666666666666666,0.12261008847218273,0.0
ABBFA_000623,ABBFA_000128,2,0.6666666666666666,0.11664234258514379,0.0
ABBFA_000623,ABBFA_000382,3,1.0,0.14483371559994096,0.0
ABBFA_000623,ABBFA_000622,3,1.0,0.4071984943944988,0.0
ABBFA_000639,ABBFA_000356,3,1.0,0.13647421912319174,0.0
ABBFA_000639,ABBFA_000386,3,1.0,0.13573219892969662,0.0
ABBFA_000639,ABBFA_000493,3,1.0,0.1952312610778949,0.0
ABBFA_000646,ABBFA_000545,3,1.0,0.10264055317747395,0.0
ABBFA_000647,ABBFA_000648,3,1.0,0.2270508250842607,0.0
ABBFA_000647,ABBFA_000649,3,1.0,0.1284137975190366,0.0
ABBFA_000649,ABBFA_000650,3,1.0,0.2309916680365646,0.0
ABBFA_000650,ABBFA_000648,3,1.0,0.11339851288624526,0.0
ABBFA_000650,ABBFA_000651,3,1.0,0.18834009382696515,0.0
ABBFA_000650,rpmJ,3,1.0,0.10670927239583398,0.0
ABBFA_000652,ABBFA_000323,3,1.0,0.1072358933061246,0.0
ABBFA_000652,ABBFA_000346,3,1.0,0.12240675916286897,0.0
ABBFA_000652,ABBFA_000651,3,1.0,0.11392335490980887,0.0
ABBFA_000656,ABBFA_000143,2,0.6666666666666666,0.12186653988590843,0.0
ABBFA_000656,ABBFA_000382,3,1.0,0.13999645048113427,0.0
ABBFA_000656,ABBFA_000493,3,1.0,0.17057521407004855,0.0
ABBFA_000656,ABBFA_000718,2,0.6666666666666666,0.10976872419463028,0.0
ABBFA_000656,hppD,2,0.6666666666666666,0.10480046333860361,0.0
ABBFA_000658,ABBFA_000705,2,0.6666666666666666,0.10824128944633948,0.0
ABBFA_000658,ABBFA_000744,3,1.0,0.126967076662828,0.0
ABBFA_000661,ABBFA_000288,3,1.0,0.13273927168537614,0.0
ABBFA_000661,ABBFA_000622,2,0.6666666666666666,0.10686186313006442,0.0
ABBFA_000661,ABBFA_000660,3,1.0,0.3001679700758739,0.0
ABBFA_000661,ABBFA_000752,3,1.0,0.11143681465864569,0.0
ABBFA_000661,dapE,3,1.0,0.11690401169054496,0.0
ABBFA_000667,ABBFA_000142,3,1.0,0.273081564988646,0.0
ABBFA_000667,ABBFA_000158,3,1.0,0.34584275720781954,0.0
ABBFA_000667,ABBFA_000280,2,0.6666666666666666,0.10438801124621562,0.0
ABBFA_000667,ABBFA_000336,3,1.0,0.1132177403436646,0.0
ABBFA_000672,ABBFA_000356,3,1.0,0.23601484944455137,0.0
ABBFA_000673,ABBFA_000672,3,1.0,0.17849186396124594,0.0
ABBFA_000673,ABBFA_000694,3,1.0,0.1299200963632332,0.0
ABBFA_000673,ABBFA_000716,2,0.6666666666666666,0.10356698156909161,0.0
ABBFA_000673,ABBFA_000755,2,0.6666666666666666,0.11831216042241868,0.0
ABBFA_000673,rpsP,3,1.0,0.1679404954021852,0.0
ABBFA_000690,ABBFA_000011,2,0.6666666666666666,-0.1098857075397327,0.0
ABBFA_000690,ABBFA_000573,3,1.0,0.14651945112994916,0.0
ABBFA_000694,ABBFA_000266,2,0.6666666666666666,0.11115984205160795,0.0
ABBFA_000694,ABBFA_000375,3,1.0,0.13610224302771265,0.0
ABBFA_000694,ABBFA_000639,3,1.0,0.12421469301752742,0.0
ABBFA_000694,ABBFA_000716,3,1.0,0.12078501490585801,0.0
ABBFA_000694,rpmJ,3,1.0,0.2152367860260199,0.0
ABBFA_000695,ABBFA_000574,2,0.6666666666666666,0.10303242508798269,0.0
ABBFA_000696,ABBFA_000256,2,0.6666666666666666,0.10359511961303289,0.0
ABBFA_000696,ABBFA_000370,3,1.0,0.10572250963605548,0.0
ABBFA_000711,ABBFA_000712,3,1.0,0.10917709356797192,0.0
ABBFA_000713,ABBFA_000412,3,1.0,0.14509962019258862,0.0
ABBFA_000713,ABBFA_000666,3,1.0,0.23106165868102965,0.0
ABBFA_000713,ABBFA_003538,3,1.0,0.1321666820682719,0.0
ABBFA_000718,ABBFA_000476,2,0.6666666666666666,0.10863785207044563,0.0
ABBFA_000718,ABBFA_000717,3,1.0,0.48009377966194744,0.0
ABBFA_000720,ABBFA_000131,3,1.0,0.14655601550270603,0.0
ABBFA_000720,ABBFA_000327,3,1.0,0.16335044612558117,0.0
ABBFA_000720,ABBFA_000690,3,1.0,-0.10654165388272531,0.0
ABBFA_000720,uraH,3,1.0,0.1736596707094835,0.0
ABBFA_000731,ABBFA_000732,3,1.0,0.2367286632752219,0.0
ABBFA_000731,ABBFA_000733,3,1.0,0.1210413382353967,0.0
ABBFA_000732,ABBFA_000733,3,1.0,0.22581401524681266,0.0
ABBFA_000733,ABBFA_000734,2,0.6666666666666666,0.10565271625736675,0.0
ABBFA_000747,ABBFA_000748,3,1.0,0.11872635539873361,0.0
ABBFA_000750,ABBFA_000751,3,1.0,0.117474891267038,0.0
ABBFA_000750,dnaJ,3,1.0,0.12675000829557434,0.0
ABBFA_000752,ABBFA_000189,2,0.6666666666666666,0.10942123453694233,0.0
ABBFA_000752,ABBFA_000398,3,1.0,0.1901438070339455,0.0
ABBFA_000755,ABBFA_000713,3,1.0,0.12180540922048556,0.0
ABBFA_000766,ABBFA_000767,3,1.0,0.14312576537758445,0.0
ABBFA_000775,ABBFA_000330,3,1.0,0.12159095377083057,0.0
ABBFA_000776,ABBFA_000474,3,1.0,0.24104092115967587,0.0
ABBFA_000776,hppD,3,1.0,0.14863931317329915,0.0
ABBFA_003540,ABBFA_000713,3,1.0,0.2094259067896258,0.0
ABBFA_003540,ABBFA_003538,3,1.0,0.41638400900703765,0.0
ABBFA_003544,ABBFA_003538,3,1.0,0.24374184659069315,0.0
accD,trpA,3,1.0,0.10585625232851152,0.0
aceE,aceF,3,1.0,0.20719549745545543,0.0
acsA,ABBFA_000180,3,1.0,0.20297465837135126,0.0
acsA,ABBFA_000181,3,1.0,0.24987482455809268,0.0
acsA,ABBFA_000330,3,1.0,0.15742281048290482,0.0
allC,ABBFA_000132,3,1.0,0.12385048003093706,0.0
astA,astB,3,1.0,0.10792876482055896,0.0
astA,astD,3,1.0,0.1280765815753883,0.0
astB,astD,3,1.0,0.1637568485367963,0.0
astB,astE,3,1.0,0.22845745808400242,0.0
astD,astE,3,1.0,0.14795978876325536,0.0
bfr,ABBFA_000748,3,1.0,0.12405272231821401,0.0
dapE,ABBFA_000697,2,0.6666666666666666,0.11451335540183276,0.0
fahA,maiA,3,1.0,0.4743533007499604,0.0
gltA,ABBFA_000492,3,1.0,0.11984706731828103,0.0
hutG,ABBFA_000015,2,0.6666666666666666,-0.10703272697357138,0.0
hutG,hutI,3,1.0,0.48321141022141734,0.0
hutH,hutU,3,1.0,0.4395849408664017,0.0
hutI,ABBFA_000337,2,0.6666666666666666,0.10547017490095723,0.0
hutU,ABBFA_000330,2,0.6666666666666666,0.12772757289418057,0.0
hutU,ABBFA_000412,3,1.0,0.21685418199566736,0.0
hutU,ABBFA_000705,3,1.0,-0.11383109179202003,0.0
lolA,ABBFA_000484,3,1.0,0.23081715743263265,0.0
lolA,ABBFA_000573,3,1.0,0.28347402974356223,0.0
lpdA,sucB,3,1.0,0.14737760896648655,0.0
maiA,hppD,3,1.0,0.3655113403865254,0.0
parE,ABBFA_000123,3,1.0,0.14793453068641776,0.0
parE,uvrA,3,1.0,0.11141565006294947,0.0
phoB,ABBFA_000037,2,0.6666666666666666,0.11302828634663831,0.0
phoB,ABBFA_000382,3,1.0,0.20595068960583984,0.0
phoB,ABBFA_000573,2,0.6666666666666666,0.11313078136294874,0.0
phoB,phoR,3,1.0,0.22809508172034607,0.0
rimM,trmD,3,1.0,0.1373272609239209,0.0
rplB,rpsC,3,1.0,0.13039398973013705,0.0
rplM,rplS,3,1.0,0.10687475173546206,0.0
rplM,rpsJ,3,1.0,0.13210055111514457,0.0
rplR,ABBFA_000445,3,1.0,0.10869220714293049,0.0
rpmA,rplU,3,1.0,0.13404547412637516,0.0
rpmC,ABBFA_000785,2,0.6666666666666666,0.10836456573932593,0.0
rpmC,rpmD,3,1.0,0.11132597275877641,0.0
rpmJ,ABBFA_000709,3,1.0,0.1247295506084772,0.0
rpmJ,rpsP,3,1.0,0.11823904172749145,0.0
rpsC,rplV,3,1.0,0.45272094914464134,0.0
rpsE,ABBFA_000447,3,1.0,0.12248668139435527,0.0
rpsE,rplV,3,1.0,0.23880192681722123,0.0
rpsP,rplM,3,1.0,0.12021896140670325,0.0
rpsP,rpsJ,3,1.0,0.1325934687523546,0.0
rpsS,ABBFA_000441,2,0.6666666666666666,0.10223036169337812,0.0
sdhC,sdhD,3,1.0,0.12210556358099595,0.0
thrH,ABBFA_000519,3,1.0,0.12875017754819978,0.0
